,tx_hash,gas_diff,input_size,victim_balance_delta,attacker_balance_delta,label
0,0x9f9924e02c9c94021fbdf05c1e4c59e5f44c178f63a2e18b008e08754ea9818c,2474839,74,-8000000000000000000,28000000000000000000,26
1,0x131b6ebe54be8ea0449bec387775f7bfa606965d7d67cb73b6cf42b9553b9335,2800795,74,-3500000000000000000,3500000000000000000,28
2,0xeba2e07eba0ab3dc7b2331091128092da3bd3a9671a7df905e1bb16a9711bf78,2800795,74,-23500000000000000000,3500000000000000000,27
3,0x139efd4fa1901d164be76e4e28d1c3d4b5d398170c81a00a893d30c827a9f063,2646700,74,-13500000000000000000,13500000000000000000,30
4,0xb7648de41424be8800d66f997a1e7a8394084a24584e3e7f296e4ab14125c266,2507809,74,5000000000000000000,15000000000000000000,29
5,0xa42b21411822b951df66a08eedbf6efd74c90cd19be23d7fc8c007cda70718d5,2800795,74,,,31
