from,to,value,gas,gas_used,input,tx_hash,fuzz_string
0x39833d0C09FFe24b47F3B9C5f18A4c9f122170B3,0x5B35234d5beDE63613AEBca862bf0273C146737C,0,3000000,144369,0x8f088f920000000000000000000000005b35234d5bede63613aebca862bf0273c146737c,0x3e326a5f2a785dc984c4d37bf64f803e51cfe63b21227d87c2a1ce26126a58f8,"safes.sol,safe,106"
0x390c52FbaE409d7E566e69f74205121cf54A5A4f,0x7E09e197C70b085AabFDfD400583617D20f18606,0,3000000,342346,0x8f088f920000000000000000000000007e09e197c70b085aabfdfd400583617d20f18606,0xf8ec23d1a5af695e04a50355794e61245f86b1d2528bf8b0708aaa951f0db7b3,"vulnerables.sol,vul,109"
0x5C987FFDFB7D5DA89f213a42f517b30f6535DA8D,0x87c92220CbdD2db73c9921ab2a148dC56bde4d46,0,3000000,225983,0x8f088f9200000000000000000000000087c92220cbdd2db73c9921ab2a148dc56bde4d46,0x7ffccb84ef65dc17fb167f58b894ce9655137aca99d642f8833e4fc8373e09d7,"safes.sol,safe,108"
0x85BFc70071Df75d0E51976ee0bC41cdcE791D482,0xd904261e828012F47d37Cb108Ad7B8dbD2EdF9f9,0,3000000,333356,0x8f088f92000000000000000000000000d904261e828012f47d37cb108ad7b8dbd2edf9f9,0x21c587217a9d7c1deaa4c8ca0de1e197220553a668424df48c246fde959b49c1,"vulnerables.sol,vul,111"
0x6D28D0F573456F0387a374888d6C669dbc98ef2D,0xC3778095D5bEce63aB7E5Fa6A02ed1F8E6c543a9,0,3000000,199205,0x8f088f92000000000000000000000000c3778095d5bece63ab7e5fa6a02ed1f8e6c543a9,0x0d6bdcee579552e909c0cb3f79c18b005d3fd246527d0012e4f160e43bd4bc4c,"safes.sol,safe,110"
0x878EaE03c8CBb28Bd0feAD5D6E02b12B02D1F67E,0x913b02F7300c932c20D3610A0E3455b0c31D5797,0,3000000,570035,0x8f088f92000000000000000000000000913b02f7300c932c20d3610a0e3455b0c31d5797,0x1d8a666ce310389cd8aef7bf5c446d57d8b2719dac8a082b033fa2fff8b13bca,"vulnerables.sol,vul,113"
0xc4Bf57A8C4D64476f828dD9b03c01aeA67C7448A,0x6Cf6281BD59Bf774ebe1C8Bcf82250921377181d,0,3000000,170621,0x8f088f920000000000000000000000006cf6281bd59bf774ebe1c8bcf82250921377181d,0x6530ba7b0722c4ce05615f01e4cb7e20104dad7f671f368d195c374bbfcf6f5a,"safes.sol,safe,112"
0x16dEd71242d865BC1DC78d751f47C4552F29068E,0x9BDe1683C85ee38C095a049B5819f33C8C3316c0,0,3000000,548969,0x8f088f920000000000000000000000009bde1683c85ee38c095a049b5819f33c8c3316c0,0x5f5ba856629d6fda3c495031bcb5f9c6c6b53af96e1a638da08f3e02824ecbd2,"vulnerables.sol,vul,115"
0xBd64766C5cd2cD0226cEA271aB7FE048423Fb167,0x973223Ad020D7756f90246fB2F73A8d2071ffFB3,0,3000000,144369,0x8f088f92000000000000000000000000973223ad020d7756f90246fb2f73a8d2071fffb3,0x3037baf27e3ee3fece02634cd5ca95a476e2ef78203cb19becbdf87de8465cfa,"safes.sol,safe,114"
0x05b5C2b7AA45278283A69806dc13118EaE4afECa,0xc4a7543AB987f42F5e78b81Ad1DAb781efc45932,0,3000000,225983,0x8f088f92000000000000000000000000c4a7543ab987f42f5e78b81ad1dab781efc45932,0x07c80094220a19d464362b77baa59103f015df8f3ad54e6a3f9e0b093f1310fa,"safes.sol,safe,117"
0x7195F50f8d1278254412e103441E9e6BB1800796,0x0011059F7875e8F3Be31DaAb8d497Bf3c8E6ec3b,0,3000000,413525,0x8f088f920000000000000000000000000011059f7875e8f3be31daab8d497bf3c8e6ec3b,0xde4f45246dbc3b4bace415f30eecb8c1d61cca778d27fb81086ea6e4f5c3b1ec,"vulnerables.sol,vul,116"
0x4D5D3753204bf2ac9801E7D967dBC50f2CD2E5C7,0x80Fd130A69a305F12CEE868d2270ebCCC9685B57,0,3000000,170621,0x8f088f9200000000000000000000000080fd130a69a305f12cee868d2270ebccc9685b57,0x084b9b7d0d18bb61f0b843cf410ba4c33d58e88ffdc13f045f7fca03cdc9d073,"safes.sol,safe,119"
0x4F35080e4EAaEb8EDe83358c1533da3a46C257d5,0x5A340cd09147Ba98cD7387b155D1EeDe838b9D1C,0,3000000,755327,0x8f088f920000000000000000000000005a340cd09147ba98cd7387b155d1eede838b9d1c,0x343117a7ddc121f6d14f0f6af525ad2d09f07d8a45109753247eccee94de473e,"vulnerables.sol,vul,118"
0x75E9999E846d4a8089dE568B63C53EfE295AC110,0x5a921f92E62ebF0F01c72ee31d7E28164a5E7700,0,3000000,225971,0x8f088f920000000000000000000000005a921f92e62ebf0f01c72ee31d7e28164a5e7700,0x01f44da463e9075e7b03550c97b0ddf5d874e81c746042e28c446c25af1845a4,"safes.sol,safe,121"
0xEAb4a5936Ba479213faBF44F8a773B9378AB886a,0x1F3dBcE1930Bc95FE36FBb1D8DBadb0682911f62,0,3000000,492191,0x8f088f920000000000000000000000001f3dbce1930bc95fe36fbb1d8dbadb0682911f62,0x2ff0f4b247b4465a7839e69ace389dc1ee1df6dfdb792ae06e2e19f88737f3d0,"vulnerables.sol,vul,120"
0x644f2ec86928D16Ad702451C130Cb5C0278E70CF,0xA08f28482FbF8a8233F114dc3E3D37100Aa34b91,0,3000000,201295,0x8f088f92000000000000000000000000a08f28482fbf8a8233f114dc3e3d37100aa34b91,0x3fd1f0a8e125bd906e82692511c5dce4ec5b4c3cf50f3cff2a55cf85b9408e0d,"safes.sol,safe,123"
0xC30680f05360fecA5932B4A88347E5f0975115c5,0x3F8A3dDe4cAc1fe90E862009f7AB365335ae17eD,0,3000000,181746,0x8f088f920000000000000000000000003f8a3dde4cac1fe90e862009f7ab365335ae17ed,0x287d911f774526964065097c192e5f07279e7aff45dadd98073d34b3e7350048,"vulnerables.sol,vul,122"
0x1a3e7bf4F4a84c0b60b9d8444941D0a3EEDE0fA0,0x039e55f9F67FF387852EC997218b098F8dBD53c8,0,3000000,225983,0x8f088f92000000000000000000000000039e55f9f67ff387852ec997218b098f8dbd53c8,0x434634106f37f847486140dad1ceabd406226eee413c192735c28fbca004fa3e,"safes.sol,safe,125"
0x3460A0DB2750aA41B65eF2775004491c75A27B93,0x8c816Bc882b2a4779f12300C3C5446C5D0C70f76,0,3000000,480287,0x8f088f920000000000000000000000008c816bc882b2a4779f12300c3c5446c5d0c70f76,0x79f1c919cfbee5dde92d13770370e786b4c32dda3119aedf0b7704135ea71f88,"vulnerables.sol,vul,124"
0x46b07826d2dd5937b5670cFb887f362Ce143C956,0xc9D7CD49010478e7cd58Aa798190258c70f085C8,0,3000000,221896,0x8f088f92000000000000000000000000c9d7cd49010478e7cd58aa798190258c70f085c8,0x2af31ccad139d6fa2e5d2bc9834cfcde03130615d311776c4269087486b1edfa,"vulnerables.sol,vul,127"
0x459422f139170ac210F04D65250DAA7E71e2f613,0xa09d07b3Ae97e239EEee338829B2CF9acdDC3906,0,3000000,170621,0x8f088f92000000000000000000000000a09d07b3ae97e239eeee338829b2cf9acddc3906,0xa367e0bb6bc8c44f7c1d0062e8d5d282e7e4a3b4172f049d90ba8cfa14f9443a,"safes.sol,safe,126"
0x2C2de56C60DB9ee21E409ef6FD4f6d1877C11994,0xeaeb904050b1ec8212026563464819B27E8d3378,0,3000000,162546,0x8f088f92000000000000000000000000eaeb904050b1ec8212026563464819b27e8d3378,0xb3c4e051f74fd86377519f75065c010579d228c9432c011ae09eacafc78adcf5,"vulnerables.sol,vul,129"
0xE61e64e20e6537F2Ce40a7dFaAbC651ce6dea546,0xEdfaA03a81e2b5665495082aCf3CC1a707D5C256,0,3000000,225983,0x8f088f92000000000000000000000000edfaa03a81e2b5665495082acf3cc1a707d5c256,0xf8cc0d6a69c7e07786c879d41934f8310000990732dd0457503bee2406c20613,"safes.sol,safe,128"
0x6449A63e68129f52801a0e4C614e25C3ef26AE0D,0x24ae0f557C326339EA097baD367661B5893FbA48,0,3000000,172953,0x8f088f9200000000000000000000000024ae0f557c326339ea097bad367661b5893fba48,0xecc662694cf413c86ad875f24b28f05f00e1f833b0d2220ae1ab69164cd53af9,"safes.sol,safe,131"
0x0f6D8dB7eaa3e63A29812C1Fb27e2Ea1f768E286,0x282d5bF4783A887dcEB20320dAB3Ac189b43c1E5,0,3000000,296927,0x8f088f92000000000000000000000000282d5bf4783a887dceb20320dab3ac189b43c1e5,0x2c4b7344bd0b071246b15ddb259be0726c52fba017af5ca890c20e7c64f0592d,"vulnerables.sol,vul,130"
0x28E255beB7f0089ECf170877604DB6E93545492A,0x11F5e0D789E0921b7E407766391E0887809369EF,0,3000000,172953,0x8f088f9200000000000000000000000011f5e0d789e0921b7e407766391e0887809369ef,0x8f9760a6dfa11d8601294d6bcab1af99b7e55302fad77f42a674a6edf7552da5,"safes.sol,safe,133"
0x92c3419c7215E8A88B6Aad4426D5beB2a9d94454,0x8b19386B141Bc587086e1707C75ccbbE1C5f2A34,0,3000000,390539,0x8f088f920000000000000000000000008b19386b141bc587086e1707c75ccbbe1c5f2a34,0xba419f64424b1b1b9d7733d2a0663a060d860f527d0a72474ffc98be61435d93,"vulnerables.sol,vul,132"
0x243797268045246A1c4a3adE9b22286eA363b9f0,0xC75B45807E20cc1cd9087f869e69dCddF97731BF,0,3000000,448439,0x8f088f92000000000000000000000000c75b45807e20cc1cd9087f869e69dcddf97731bf,0x80152cd0f6a3d2745d481f88734c10abbb3baa4584e92ce47026b5be47cc732a,"vulnerables.sol,vul,135"
0x31CEfE9771d181A9a88AfbDd6ac163404c288470,0xAe8803593b5Fc31e2a1EcE98A81Ea7957b9F1AE7,0,3000000,199205,0x8f088f92000000000000000000000000ae8803593b5fc31e2a1ece98a81ea7957b9f1ae7,0x423cc525d1704364fafcb11b76a24cec240366cf79bde551654206aaa91088b9,"safes.sol,safe,134"
0x085045c9cc2c3d53c0741924B9dFd0bABE542D34,0xb0b783Ddcf6E43Ce3F72fe4a1CDEAaeE946b23C5,0,3000000,262046,0x8f088f92000000000000000000000000b0b783ddcf6e43ce3f72fe4a1cdeaaee946b23c5,0xa7408a713fc0dc98cb94e66b92bc78cf0fe7a7c8fe8179bb52a106bcd37a26d0,"vulnerables.sol,vul,137"
0x6E078170Bc6b309711Bb2915E41208986B8A7F70,0xf6F2B6588c9DE3A6560390b91985650c0B1CE574,0,3000000,225983,0x8f088f92000000000000000000000000f6f2b6588c9de3a6560390b91985650c0b1ce574,0x92dd4f8e42508708f855265533ef24ffdc97d0ce9b6482f13106007a575a0129,"safes.sol,safe,136"
0xE784Febc48E8F76be9869c909a220C9492AB306D,0x02a32D32C62C5eb93aAB5a197c2ebD6842f434B2,0,3000000,448439,0x8f088f9200000000000000000000000002a32d32c62c5eb93aab5a197c2ebd6842f434b2,0x8da096f152ce0df58df794951a72b8cd2d9c90f3350db70689281ea640a40d2c,"vulnerables.sol,vul,139"
0xf4C6c68678f00A7360E5a14FC71eC1702A2F9aE2,0xA5100827CE88e2D330b99e6116B801F5cbeabB24,0,3000000,170621,0x8f088f92000000000000000000000000a5100827ce88e2d330b99e6116b801f5cbeabb24,0x0f8b48084f8891f452fd73f28b0d8dabac990e025534e5ef6c4f4553bc96bdc1,"safes.sol,safe,138"
0x642ac52A8b8d852d3583d108F34eb449041A9B7e,0xABE52A3E19250edF828d18d6Cb14d557b3Ac72C6,0,3000000,181746,0x8f088f92000000000000000000000000abe52a3e19250edf828d18d6cb14d557b3ac72c6,0x778fa5d1fdea55b91d5cb898a66bd4adaa5dc561d0006cac123ddf9b17e8245f,"vulnerables.sol,vul,141"
0x5e3eDBDdd265769C037F5B5aeF1857f757EB1F5F,0x373aB808BD82fFfB89B034Dd52A04D1467848298,0,3000000,170621,0x8f088f92000000000000000000000000373ab808bd82fffb89b034dd52a04d1467848298,0x486c23b7ff01ec42b6869d56d9c1e3648122f6c4e6824e197ab9a2a8419a52ac,"safes.sol,safe,140"
0x5DfC316A776242063882B2d6136F3Bd984af506D,0x926881F91038B97eE338937E07fEDDDCa0095fFb,0,3000000,382496,0x8f088f92000000000000000000000000926881f91038b97ee338937e07fedddca0095ffb,0xd8ce318869a6969feb1eefa69ae59404ca323828e97cbed2edda6a73b58cb2ad,"vulnerables.sol,vul,143"
0xC8449f02cFCeEC4d7710db8b60f0f0047E5B27C7,0xA0a3af89d7e277768e9de94CD8473a8DBA5C4370,0,3000000,170621,0x8f088f92000000000000000000000000a0a3af89d7e277768e9de94cd8473a8dba5c4370,0x5fc83b06fd45d12bb6547f451532a86494e95375ffb6ae79a9dea1dcb0e1ce64,"safes.sol,safe,142"
0xC5A604eEa2E7AF564E8C3281b34140388C220e90,0xea5E4fCEe59552A306C4603c6213577DD1167Fe6,0,3000000,170621,0x8f088f92000000000000000000000000ea5e4fcee59552a306c4603c6213577dd1167fe6,0xce18abd134ccd219704bceeb9e49604e6ae4a1311cebf0bd6d9e71c8fb7ecef9,"safes.sol,safe,145"
0x9BD6242e2038E4C9A0c9469869Ad642562Ab7bf9,0x57Ad762463a0E43dA8f175ad615d16F119ff3100,0,3000000,492179,0x8f088f9200000000000000000000000057ad762463a0e43da8f175ad615d16f119ff3100,0xd065f842e9b325bb5d0568b3e00ab47c83c9a266daa48ada61abfdec796cf027,"vulnerables.sol,vul,144"
0x53C9Ea1b751322b0905B40a003578c38a956e1eE,0xb57139766d0e931134B7c9EC642328daaE20Fc35,0,3000000,144369,0x8f088f92000000000000000000000000b57139766d0e931134b7c9ec642328daae20fc35,0x36460fc495f72f8e84fa6ea308f49071f81228f86bd8e7d83298959d472b4a5f,"safes.sol,safe,147"
0x25085Cb55fd0db83b7CBcbaf28365cb363A4Eed3,0x4045dC91e55b79f4007a096DcE09e1Ad6209A54F,0,3000000,525149,0x8f088f920000000000000000000000004045dc91e55b79f4007a096dce09e1ad6209a54f,0x6f9db18dedb9aae0d53dee6675eb1073483953805cf78b848005f10e4def691c,"vulnerables.sol,vul,146"
0xC3499F4D80c44D7350c66D840083d1ae9aA759FE,0x8b061A17Cf8bf4D502663EC43226c466560e6f83,0,3000000,382496,0x8f088f920000000000000000000000008b061a17cf8bf4d502663ec43226c466560e6f83,0x979576972949a558e2b97399cd07e55633212c25dab5d7ea8a012b66ecc4b866,"vulnerables.sol,vul,149"
0xEBd19ab2d6986B27E0AB80CDBdAe75AAc779f75e,0x7E4c4d4f0d235840173E6A6c93ee8D3DbDe11228,0,3000000,144369,0x8f088f920000000000000000000000007e4c4d4f0d235840173e6a6c93ee8d3dbde11228,0xf3953578b81a5253a7f6f86374d4c95fb41f39645240cbb651c775db7efbee27,"safes.sol,safe,148"
0x19b0c35b46f34d6DFe4e45bA862A86341cB9224e,0x3A87B560b3db1564b79E16Cb0E396a1C93ade843,0,3000000,211046,0x8f088f920000000000000000000000003a87b560b3db1564b79e16cb0e396a1c93ade843,0x1f24bd45ebb63acd11c6a3a01412380a9c35e71320d90af1efd71785c6ab9b83,"vulnerables.sol,vul,151"
0xca54c9DecD76FeA075057E0a3e92BD7133A56Fb7,0x95eE049A62ecffF737EfBe589555674A3D1A97B8,0,3000000,172953,0x8f088f9200000000000000000000000095ee049a62ecfff737efbe589555674a3d1a97b8,0x0b7ca38526c522cbdefd4862a917291fe25ca5d9967a186f5109a0bc51e415c3,"safes.sol,safe,150"
0xE1900F537B08F02DFD50Eb6fA3F05F4f05D5281e,0x0134ef5706Cab183ED145CC4D6149753874a90DA,0,3000000,678605,0x8f088f920000000000000000000000000134ef5706cab183ed145cc4d6149753874a90da,0xb29721fb346c903d84c24207944fe0da3646b12fac668ae1e9b51e94af6a4a01,"vulnerables.sol,vul,153"
0x27a07d0b0aE4Db424CE216e3D514d2652cDcd2A3,0x0679acB5a83fb67C69fC6CEd15E68f641DF17d9f,0,3000000,172953,0x8f088f920000000000000000000000000679acb5a83fb67c69fc6ced15e68f641df17d9f,0x4be3a0c3bedf7e29e4fc169a3523941a57b68cd85e505881ec67cf85af89efce,"safes.sol,safe,152"
0x332B8b6c963aB8A32E997bd437f4C8f5bdc9b3Ce,0xEECA2AdBf999DE958041c2345dbCcCAE363feF9F,0,3000000,321857,0x8f088f92000000000000000000000000eeca2adbf999de958041c2345dbcccae363fef9f,0xecfbade0e451dcaa5fd2ff60ea45a27625036abb8e4b4bad08dc318b0069b174,"vulnerables.sol,vul,155"
0xFc53B6FF58fC13aA133b0477508f3b5EC3Ee597E,0xe0B5AecA91EA03a58105AE95Fa77b1e3b0431d97,0,3000000,170621,0x8f088f92000000000000000000000000e0b5aeca91ea03a58105ae95fa77b1e3b0431d97,0x746c3cce9f0919e4857bedd0073d716c343e48cc088f48230151708d29f04f67,"safes.sol,safe,154"
0xF9b5416c92F303950AD1Ced5E12112711326D1CD,0xE1E4c3538EAa4a950d449F0721fe7AF37041c683,0,3000000,273524,0x8f088f92000000000000000000000000e1e4c3538eaa4a950d449f0721fe7af37041c683,0x2194184a013e402336be851f4e1b9db79393db776d48de6488ecf8ced36360ec,"vulnerables.sol,vul,157"
0xFE800611b1c985A02236cb2960aD04a635F01ee0,0xF32875096C6e40fbDcf28Dc6eec9Deec1Cb3B852,0,3000000,199205,0x8f088f92000000000000000000000000f32875096c6e40fbdcf28dc6eec9deec1cb3b852,0xe9b250a7125f0ee06d4121f26744c2ee49b0a730767b179b9767e1c14d4a48e8,"safes.sol,safe,156"
0x1F88c9151AdAd508FA812d1510B734f1087486c4,0x781BBcE70D52afa0fEedc398af709d10Df556056,0,3000000,172953,0x8f088f92000000000000000000000000781bbce70d52afa0feedc398af709d10df556056,0x039eedc2d62f5d2f5dab7a08302733e478c3415235ea8ad9d7c936f3edce19a7,"safes.sol,safe,159"
0xC445D9Ac461aC8CB51dA2125eFe8E16ff65eD9e2,0x21B6C74277610cBD08a50EcC38A9A1a00e217610,0,3000000,162546,0x8f088f9200000000000000000000000021b6c74277610cbd08a50ecc38a9a1a00e217610,0x6fa50d7195070df22839f12d7cff669751fbe08f22a52ff873a6c1911df592d4,"vulnerables.sol,vul,158"
0xb431fD9953e45fE11C28ab26acFE5944f5CB0E02,0x32Cb606b8BbE13bdE83AE6f591b3D04605529aF2,0,3000000,225983,0x8f088f9200000000000000000000000032cb606b8bbe13bde83ae6f591b3d04605529af2,0xbb076720252707a23bfd521fe81ec87cab659fa080edc80b14ee3add76373c5d,"safes.sol,safe,161"
0xc3c32979bE568001388Dcc179f2612331489B1E9,0x2544086DFf3d4029CdFe2D05ebfe40A63E7c8411,0,3000000,396647,0x8f088f920000000000000000000000002544086dff3d4029cdfe2d05ebfe40a63e7c8411,0xc98c3c2519c9713a9b92d31838c38ec2c8da8efaed03fec4955ac8f8ddc580f3,"vulnerables.sol,vul,160"
0xBB9FBdbc44C154092dB8fef94a3eaCAf242a48eC,0x691e6d48d4B5B805e689769BaDeee18e4ed125A2,0,3000000,181746,0x8f088f92000000000000000000000000691e6d48d4b5b805e689769badeee18e4ed125a2,0xd8244ed907273f621d962a6cc2ce847fd0fc450538083d57d19c5a32525d09f1,"vulnerables.sol,vul,163"
0xAD14E7abA2c81281A27e509023D4827Ac839FA2d,0x9C9C3B879D70a88fd75AFCA775390Ec85325D908,0,3000000,172953,0x8f088f920000000000000000000000009c9c3b879d70a88fd75afca775390ec85325d908,0x83d8f5f93fd3523617a5b91f5d7ccdfc9e71dfc48365ef4dea18244579f53b56,"safes.sol,safe,162"
0x0C4f9CF78b465273173c8555809E29ea51224e1D,0x27f8312ecDd2F40D45ab97EA7444044E935BE77f,0,3000000,296927,0x8f088f9200000000000000000000000027f8312ecdd2f40d45ab97ea7444044e935be77f,0x11995df3fc6e811986014685c550b50243ff4d3e6298989f8905ddddf17c7520,"vulnerables.sol,vul,165"
0x6111E0Bdd0913d780442E98A58ccF805e21aD92C,0x57C04AA00287CEc96843CB1C1e136eb8b6bB1A8F,0,3000000,213968,0x8f088f9200000000000000000000000057c04aa00287cec96843cb1c1e136eb8b6bb1a8f,0x5d687e798ea56fff70483eb8a4afba1fe48aa0302801adcbddd54c34545b83a8,"safes.sol,safe,164"
0xec0081EFaC606C5ef913242d7d9C2BA6B2Ddb9e9,0xca4CAe9061E8683d1F74e7BaFD95a6635cF3Bb3A,0,3000000,144369,0x8f088f92000000000000000000000000ca4cae9061e8683d1f74e7bafd95a6635cf3bb3a,0xad88d3a75ef2985cfdb78dc4bcff6d25029b0b9ae52a27022fd8c143555372a5,"safes.sol,safe,167"
0x8dDA53b9C5338e88d51a0AE6C3D03316DB3340EC,0xeF44BB976C11985486ECe8b94bEa0D3C4b02913D,0,3000000,184296,0x8f088f92000000000000000000000000ef44bb976c11985486ece8b94bea0d3c4b02913d,0x227009e1a568c9fcd5c58b471a7ca72655acbe4d8f9bdc9bbc95fe79d9c142dc,"vulnerables.sol,vul,166"
0x66cc3DF04b2f63F0656468aB0272aBe8B0a71d1E,0xA0d580A6a8c849115a1E6AA68273B92Ee598c073,0,3000000,144369,0x8f088f92000000000000000000000000a0d580a6a8c849115a1e6aa68273b92ee598c073,0x6a731a77fc8f2886d1055cd1021fcde2f8366a6f9e857b7429ea4194db3eda97,"safes.sol,safe,169"
0x359241f2A57ad5E89f0f656cD25Af225ce0BE930,0x9529FBCeB6ba4aa4dBd81ba6aBA3AE67050ee46d,0,3000000,371717,0x8f088f920000000000000000000000009529fbceb6ba4aa4dbd81ba6aba3ae67050ee46d,0x75e90274875a5717b16874b16954580e4a106dbd7c70b6b7777cd167512a77a5,"vulnerables.sol,vul,168"
0x21f70Dd1c356e9326b8D746133c2B2d18181b8a2,0x1b5D8e9Af59F17bB3f17E25259290654E3B76c0b,0,3000000,211046,0x8f088f920000000000000000000000001b5d8e9af59f17bb3f17e25259290654e3b76c0b,0xcc19a0d79eb6077d6904d58f6558c2890081a70267a753979e388c0dbedbf8ce,"vulnerables.sol,vul,171"
0x10C93e0cF54A23F9DDE3659D333FbF7B9bbAe924,0x029Be2D812C288Db7c3837a4caaB76015Bc0F120,0,3000000,199205,0x8f088f92000000000000000000000000029be2d812c288db7c3837a4caab76015bc0f120,0x553dbbe4b14d1cee346242cc4d6f85ba3d06de604055e23ff504b953cbd57945,"safes.sol,safe,170"
0xb9Dbe49d0463B75522114e9834d65F5E59a8ED34,0x3E756Ecf6D7Fa8054492b22793938049c4F37Ad8,0,3000000,605747,0x8f088f920000000000000000000000003e756ecf6d7fa8054492b22793938049c4f37ad8,0x585de737864cf0e3d70cdb51691c620c3164622ace950af60121d5f2602915ff,"vulnerables.sol,vul,173"
0x694a8A5a53a4C57D1D22E1d2f103f14Fc3B18604,0xD23fBDD7Bd0108A31eb1b9E1488f9395Bba80e20,0,3000000,199205,0x8f088f92000000000000000000000000d23fbdd7bd0108a31eb1b9e1488f9395bba80e20,0x1b8b0e525b739ece208bced8a7389de83af1bb73f178ba46c8b007045f0bfa1d,"safes.sol,safe,172"
0xCB35729CB304198b9CE54794EE85c9058165677F,0x7Ce10fCACE2e964371CA4817Fcf57652b7b17269,0,3000000,262046,0x8f088f920000000000000000000000007ce10fcace2e964371ca4817fcf57652b7b17269,0x3cfae13236232e7f57801167ca73005fb3c01c5c2472495ff67880c0ccc89045,"vulnerables.sol,vul,175"
0x4DD0cEd0448B88A73615F19463936cb7Ce599F2b,0x1344af58E7F0E527E9445E4ED09247930145515e,0,3000000,213968,0x8f088f920000000000000000000000001344af58e7f0e527e9445e4ed09247930145515e,0x7d910bedf19366649e2b01814789f7e32a828a13511195f2a14208d7c09195e6,"safes.sol,safe,174"
0x7DB3005649954d0dfD7B31CCBe8d4C508B431628,0xA6DeeB856164d57d2004A1638e47511b89b70cf3,0,3000000,199205,0x8f088f92000000000000000000000000a6deeb856164d57d2004a1638e47511b89b70cf3,0x1f48ab53dcb3c61739f1bbc0b24e558fd00270673d21dcdef58f505ad410267c,"safes.sol,safe,177"
0xf558129B34C15746f48897a37c59366213F06333,0xce4878ba292972E410FEb7df07AdAbEEf8c9D2FA,0,3000000,181746,0x8f088f92000000000000000000000000ce4878ba292972e410feb7df07adabeef8c9d2fa,0x0c16b869e5405362158246ac82ee4e09763d2ca899744fbf430855a0fc94317e,"vulnerables.sol,vul,176"
0xD3eb86d2f3351fD6db42B6C1D6a4F90d2495F1b5,0xbD416aB4183Eb29E66eAF2A04735d1EC107dD2b3,0,3000000,605747,0x8f088f92000000000000000000000000bd416ab4183eb29e66eaf2a04735d1ec107dd2b3,0xc99e75a7a322c497b8a19e42942c257c43a6d2380c1377d05363fe4a285a3b3d,"vulnerables.sol,vul,179"
0xFd28F8fB18AcED41ce5EAa2EE0262283B3773bCb,0x27D8c2b3AAc87Db02A33CA454b0e7D176B0b2dA8,0,3000000,199205,0x8f088f9200000000000000000000000027d8c2b3aac87db02a33ca454b0e7d176b0b2da8,0x57aec2df876335a9e70980a1ed8d67efb3e31de8eacbf41cdc8dbf4d02317a31,"safes.sol,safe,178"
0xf587304b31bA3B5C8af909a3dc925607eb94f1Db,0x13C5Ea3e421b76312340996674bfC79d64e566b0,0,3000000,221896,0x8f088f9200000000000000000000000013c5ea3e421b76312340996674bfc79d64e566b0,0xb2ce2e8f067289675cf3d1110bd91c4b0879930c947727e7c691a9e680e1f623,"vulnerables.sol,vul,181"
0xc61c74380b31C8EE15d00b9C67A1B54927b597CA,0xC2172Eeb629b7D3db60c81C1E9a90cd0F10169fc,0,3000000,170621,0x8f088f92000000000000000000000000c2172eeb629b7d3db60c81c1e9a90cd0f10169fc,0xd0a436454dcf1f0a918eaa3ef6c1ec67b61e8e4d849c9143764f4bbfbe9f2bbb,"safes.sol,safe,180"
0xfEe8cB003432CC009c9a357793235C15756621A6,0xD7e84938a38A168a04072771a934cBb0B5d424EB,0,3000000,237796,0x8f088f92000000000000000000000000d7e84938a38a168a04072771a934cbb0b5d424eb,0x8dbc75d234a0ff4e5914ff4234ec2fbdd6049fb12a729fb0b20f3f28db21ee7b,"vulnerables.sol,vul,183"
0x8e24b7d2F8d35c304D498Ea453955469B8804083,0x11ba2303Ba8F46Ad96d87E51826468b1dd0ca9A5,0,3000000,144369,0x8f088f9200000000000000000000000011ba2303ba8f46ad96d87e51826468b1dd0ca9a5,0xdbe115f46d75cb1889b9410fc42ae469c6817ca25e20926415400067cc80aa52,"safes.sol,safe,182"
0x3971782EE50C4E1E2f90d4702e956c8850804Dc3,0xF5aEE066e5498a443596c3D328d272f7CF87201E,0,3000000,170621,0x8f088f92000000000000000000000000f5aee066e5498a443596c3d328d272f7cf87201e,0xe068a63ecfe41a6eae61fc7e6c574448fd35fe95096e100242ae0afc05e33a43,"safes.sol,safe,185"
0xABD393979CEfB4d59D9e731C0B6BAb3742634569,0x8d8d904E89914D811b2e0d72A2c9D67265Aa496d,0,3000000,530957,0x8f088f920000000000000000000000008d8d904e89914d811b2e0d72a2c9d67265aa496d,0xa8ff18f3b1d44b017b090783d8e9dea4c4fad96c3a60f00e39ac2c05a88ffad0,"vulnerables.sol,vul,184"
0xA9a0035f60D5156844047Ab314829f771E92C34a,0xCb0750671e4E6001D2AadE62930d64804Ad5EeBc,0,3000000,181746,0x8f088f92000000000000000000000000cb0750671e4e6001d2aade62930d64804ad5eebc,0x2b30a24f4bab895c572e58db551e416ee7394f926b55d5e65d776c4c0b32ab36,"vulnerables.sol,vul,187"
0x9e561DC3E19D2a5819e853f60600748e90356149,0x8457350dF98AD65BBe6d2D0F99DFa087803b9109,0,3000000,170621,0x8f088f920000000000000000000000008457350df98ad65bbe6d2d0f99dfa087803b9109,0x14f606e82225baa9245f5febe20ba52d8888d5529f7ae8ae48709e52c3321fe3,"safes.sol,safe,186"
