from,to,value,gas,gas_used,input,tx_hash,fuzz_string
0xB82806e5ddd6AF88A712A8F81D84a0c9796F2f9D,0xF52bb9A292001266ec2d5A94C44eAB787983aD92,0,3000000,144357,0x8f088f92000000000000000000000000f52bb9a292001266ec2d5a94c44eab787983ad92,0x5aca6bf1589062534572e3852d6493b0b3cf5a43996baeb09756c2472e9c72ad,"safes.sol,safe,78"
0x27f89f263c5d07Abe51a5e1ade7159E7Cd2D0130,0xDFA2833a8e5eAaEA382dc851Af6aEf79C88d9B90,0,3000000,613787,0x8f088f92000000000000000000000000dfa2833a8e5eaaea382dc851af6aef79c88d9b90,0x4af5bb8d99c4979b60b31dfc82d8801fb114fbfb062341eeec60bdd38d1f3e3e,"vulnerables.sol,vul,81"
0x68dbb51C9ee27e423d4a4C4c47e25858f791298a,0x2deE8e1b691E47FD0D9c072541865684a4a2fb9b,0,3000000,170621,0x8f088f920000000000000000000000002dee8e1b691e47fd0d9c072541865684a4a2fb9b,0x48c8cd1dfef2a1c095c878180790bad1b246ce2b3afe90be942b7cf55f93233e,"safes.sol,safe,80"
0x7828E8F107b77d5bE9d3a71937015A31c06235E9,0x90112b5E4966d7809876686fc4BC9b6d2C32425b,0,3000000,221896,0x8f088f9200000000000000000000000090112b5e4966d7809876686fc4bc9b6d2c32425b,0x97c32a5a8d5e9392fbb00af6886dd5a12ea87797058b4b331e9362c118a1812c,"vulnerables.sol,vul,83"
0xCa6469779D85D6EaFE4cD52C09F7bB216B860B88,0x591559b50F0F9AC75D885c1490526a7Ccd2505fF,0,3000000,225983,0x8f088f92000000000000000000000000591559b50f0f9ac75d885c1490526a7ccd2505ff,0xd9115981ce4feb473d7462fa0d279a895a93e3b03b0ae23371aec1a9a34841c2,"safes.sol,safe,82"
0xE520422f9EA935c22b9b86f1370D54f0ab473D2b,0x9c816Bcd58Ad52946798Ce3bDEE525E6313A5E4b,0,3000000,225983,0x8f088f920000000000000000000000009c816bcd58ad52946798ce3bdee525e6313a5e4b,0x31f85b5dcd4f42197318607fc72ea2bd73dcfefcc80058cb299ad2521d498f7d,"safes.sol,safe,85"
0x40c6821FD413A783D0faC2734d351B00E21dA975,0x18069464E5166A705A8C028550034a0354cC8034,0,3000000,343733,0x8f088f9200000000000000000000000018069464e5166a705a8c028550034a0354cc8034,0x9a32c695bbd0c866e1c997bd0f2e78978e9a1c86e04f8b2021cf102cdbe1d927,"vulnerables.sol,vul,84"
0xC58b593Be1bcEFCd0daEFE575a5695c3E86CD671,0xc9D0bB3130F7b8320a83D8D0c1f478daAe188C78,0,3000000,225983,0x8f088f92000000000000000000000000c9d0bb3130f7b8320a83d8d0c1f478daae188c78,0x8ebdb37af4d033ae761d8b759b77f60f239c0855eb64b6df9fd7778eceb0b173,"safes.sol,safe,87"
0x6bFc825F26197Fd4741CE5C9700151BD36f03A6a,0x9dB1e45215bB00c2cAD33a52e809bAa42B159A07,0,3000000,181734,0x8f088f920000000000000000000000009db1e45215bb00c2cad33a52e809baa42b159a07,0xf93d848efa7d572e147284949e466579a2072c0971d18f6cdec99277219edcdc,"vulnerables.sol,vul,86"
0x54c964962692325C11FdEb6A958a3E5f22CD2D76,0xB83E78876F173F24B07044289223d6EbB507e948,0,3000000,144369,0x8f088f92000000000000000000000000b83e78876f173f24b07044289223d6ebb507e948,0x3d547a84bdd40d66ff3069e72de5bbf6afb77ea1b742392537e1601843bac17e,"safes.sol,safe,89"
0x9f7B373a85500d1E259a0D0d899728E2126FDf66,0x6c32C4eb4C53A377458D30df20ee8F5b693EcF27,0,3000000,755327,0x8f088f920000000000000000000000006c32c4eb4c53a377458d30df20ee8f5b693ecf27,0xfd4f9aa6553cdce1f69fdce935392add030b92d94f1d445abe9220f63cc578fd,"vulnerables.sol,vul,88"
0xC4B944bcB8AeEC621E5f94B1B7E631f46e9EC3c6,0xc03F07AFb5Bc71213D044905A27AD1708BF2Deb1,0,3000000,225983,0x8f088f92000000000000000000000000c03f07afb5bc71213d044905a27ad1708bf2deb1,0x145ed0fb17b8d918a3b83de5c7737c3828c9f3407ff5dddcaf4b62def1e8ddf3,"safes.sol,safe,91"
0x813D9850a66CCC4cd23A9eE8DC190D9C8C2FcCc0,0x2626482270356B22432e15D9d7E192d433592CAc,0,3000000,321857,0x8f088f920000000000000000000000002626482270356b22432e15d9d7e192d433592cac,0xef36604d8dc636390e27b6aec8ef037c19bcfcc8499c006fffde2fd5a6e8b38d,"vulnerables.sol,vul,90"
0xB7930170960155f8feE9096A6c19DD0905D8b34E,0x84A8eF278F25FD2aa759754A65F83DF5499582b5,0,3000000,172953,0x8f088f9200000000000000000000000084a8ef278f25fd2aa759754a65f83df5499582b5,0x232a28dacc39dc85a63598674a75804b7c6c261897f018de4c6a3cb7b87f676e,"safes.sol,safe,93"
0x906beD6206a64e2f06Ad55C49Bbdd8f7755412d3,0xE186dD50e15E9Cbf40c7a1C32657D5d8C4a33E69,0,3000000,221896,0x8f088f92000000000000000000000000e186dd50e15e9cbf40c7a1c32657d5d8c4a33e69,0x90bf48b9ace8b6b750f5c2a2959fe1d582c8587ebfeda097fa05d8234aad3d1a,"vulnerables.sol,vul,92"
0x21363769304846862b0cb197C94ED80201A832e1,0xD95A8166e7CB9408Cc35227d3D05795104d6Ce1f,0,3000000,448439,0x8f088f92000000000000000000000000d95a8166e7cb9408cc35227d3d05795104d6ce1f,0xbcd876a8ea6512faf06ce21807ce860068163cdd1f0ed40d47995da6385281e0,"vulnerables.sol,vul,95"
0xaCb90d9fC2326A4421C66c693c89a2262563F33e,0x2c07dD2eA83047FC17D991f1FFcbf8660A67E1F0,0,3000000,199205,0x8f088f920000000000000000000000002c07dd2ea83047fc17d991f1ffcbf8660a67e1f0,0x2a6e22392a3eeefe7f4fc8227ae885d121c7082284fcee7dd92bdc4231d925ec,"safes.sol,safe,94"
0x6f132AD9eaAfe6D18514Fa04029aC4Fa9ec14098,0x47Ea4AA3fEDdBD8ED2285C2414Ef05E41688261E,0,3000000,172953,0x8f088f9200000000000000000000000047ea4aa3feddbd8ed2285c2414ef05e41688261e,0x4ba31f0b0345f3f31fe639d565e9f0899ce164ab26cbb76b508d70814fb34bc5,"safes.sol,safe,97"
0xF44040dCedC4dca020d12eb03e544A3480D8AEEE,0xe8255077e2431569f5C7B60Cc8c03DE49f27f587,0,3000000,262046,0x8f088f92000000000000000000000000e8255077e2431569f5c7b60cc8c03de49f27f587,0x5f4cbe4ecea4a9bedc0c40202d2cc0383f4e5497a7f331233ac3ea99e88d7444,"vulnerables.sol,vul,96"
0x6Fb112A6775e3828Ae6aB943f6EADD2AfDACC27F,0x1d55ccFE6EE1Aba4c4314C03c84383Eea563AFd9,0,3000000,172953,0x8f088f920000000000000000000000001d55ccfe6ee1aba4c4314c03c84383eea563afd9,0x938427c992a085c31f943c72eaa998c07213e519d5b03a783b2460bcb5003b1d,"safes.sol,safe,99"
0x6711C2E3fa44d9A75ac070018e53c08A45f23026,0x1DEeB9B2Bf45Cba7eD8Da26dEc37EDC7CD039830,0,3000000,84846,0x8f088f920000000000000000000000001deeb9b2bf45cba7ed8da26dec37edc7cd039830,0x5844db1402c22573f28b14fc38af94c5276c7eb776749ba846f99e7f5e9460a2,"vulnerables.sol,vul,98"
0x8e131B1B706136357bfe21C5228D52e014dFFCD4,0x07F94c98a6038559c875cAc76AfBE233Eb0CEa91,0,3000000,353300,0x8f088f9200000000000000000000000007f94c98a6038559c875cac76afbe233eb0cea91,0x76bb7b20049d90aba1fca1a76b2d3aca6671978ae978f1a75373747d2f33eee1,"vulnerables.sol,vul,101"
0xfd0b8790C8c63228212c1458b49F9594614D4b24,0x9D64cBe7EF9c505172c3F22180D0EB4Bd7758CB9,0,3000000,144369,0x8f088f920000000000000000000000009d64cbe7ef9c505172c3f22180d0eb4bd7758cb9,0x6d8c7c9c4c680578d9d28797ff4bf8a0899da499f407adb5786623ffc54c3992,"safes.sol,safe,100"
0x02B48f37F49bf19a88D3Fd0345e49b46642d9DDE,0xA79D1461180565FcBc8B5B4410670c679b0e0b46,0,3000000,201295,0x8f088f92000000000000000000000000a79d1461180565fcbc8b5b4410670c679b0e0b46,0x337bb129624230fb86a013a165a246b6efee0031f953984a8ec0fd7397507140,"safes.sol,safe,103"
0xF4E43bEa9B1d73286ecE3F403e69cc9786FF5Eb9,0x86E2067e6b685773402A1c16a8A4935881d5AAc2,0,3000000,530957,0x8f088f9200000000000000000000000086e2067e6b685773402a1c16a8a4935881d5aac2,0xa96a3f5d48b6a4f96515dfff849cffae640dfa9ed9334ab5191e1edddca9149b,"vulnerables.sol,vul,102"
0xd639F1D4325670c50A23e95ee85aF312B726ad4f,0x2A6d6DD3C56979627a14c4878c7a188F05D0D2c3,0,3000000,390539,0x8f088f920000000000000000000000002a6d6dd3c56979627a14c4878c7a188f05d0d2c3,0x0fa3ddee3d3d8e036f173193f105ed89c24a8837b7094864c32cc9d59c870c6b,"vulnerables.sol,vul,105"
0x743451d7540f2Eb483D740945c4bd404625793d4,0x953ee06E7abd958D76948C2132BA4C782218261F,0,3000000,225983,0x8f088f92000000000000000000000000953ee06e7abd958d76948c2132ba4c782218261f,0xc539af2769684af1ae466c6bb8be4e6de41e3d6a4f09e8464fcd8f802c99723b,"safes.sol,safe,104"
0x1Fa798C5CBAbDF0645c174f7DA0ec2eDF0954a75,0xCdc25d7616287C7f9263ce462f0f51df50DD3cC9,0,3000000,273524,0x8f088f92000000000000000000000000cdc25d7616287c7f9263ce462f0f51df50dd3cc9,0x7579e93e471db87471c4c766044baa39ee20386578c751dc7569875170bc9fbb,"vulnerables.sol,vul,107"
