,tx_hash,gas_diff,input_size,victim_balance_delta,attacker_balance_delta,label
0,0xd92eb9b976022dadbeb595e16f583156becb0a8a5bb0565436df4365fde5d6e4,2774017,74,-21500000000000000000,1500000000000000000,27
1,0x4d7b70ca6a10143ba64eafc7738b4d7ff069cbd35b7a2062923da51700dcf245,2394253,74,-21000000000000000000,21000000000000000000,26
2,0x6c103f506493299d435829577a541c6b7d6e9c4c7f790181c9817a2ce71c97c0,2646700,74,6500000000000000000,13500000000000000000,29
3,0x528e5acc6009b4af9543e719c8a833c6949cf44a289f0e88c93d88697342d25f,2774017,74,-1500000000000000000,1500000000000000000,28
4,0x323501a44bf680a5502e303920c056fc5011ab946a8216a1144647374db928e2,2774017,74,-21500000000000000000,1500000000000000000,31
5,0x0c5392232be5113a4610b243012796674452869a343fbefaccae7259851096cf,2646700,74,,,30
