,0,1,2,label
30,1.8094572713795942,-2.0018010647315223,2.004924864634815,vul
53,-0.0964537272409307,-0.9388018539827322,0.9465560812781953,vul
13,-0.8959379648346598,0.6177327046137102,-0.6031982086368542,safe
38,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
11,-1.0281386202082679,0.5797684470869677,-0.5653993235169751,safe
79,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
58,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
12,-0.7344899410991491,0.27605438687302775,-0.263008242557941,vul
63,-0.6323837438593706,0.6556969621404527,-0.6409970937567335,safe
22,-0.3154127705457511,0.6556969621404527,-0.6409970937567335,safe
36,-0.38264710550787645,0.4658756745067402,-0.45200266815733725,safe
34,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
18,-0.19196993039480562,0.20012587181954275,-0.18741047231818242,vul
70,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
44,0.4521052137729555,-1.3184444292501571,1.324544932476988,vul
53,-0.0964537272409307,-0.9388018539827322,0.9465560812781953,vul
47,-0.26069350382693135,0.4658756745067402,-0.45200266815733725,safe
40,-0.3731833821419416,0.6556969621404527,-0.6409970937567335,safe
77,1.3062039704255348,-2.0777295797850073,2.080522634874573,vul
2,-0.8222411546770284,0.5114327835388313,-0.6394851383519384,safe
80,-0.5022051737477813,0.6556969621404527,-0.6409970937567335,safe
56,-0.6323837438593706,0.6556969621404527,-0.6409970937567335,safe
72,2.150069336123708,-3.0648002754803123,3.063293647991434,vul
51,-0.3154127705457511,0.6556969621404527,-0.6409970937567335,safe
62,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
35,-0.5128256756194657,0.5418041895602252,-0.5276004383970958,safe
59,0.9113781602781057,-1.3943729443036421,1.4001427027167466,vul
17,-0.8473213878705815,0.6556969621404527,-0.6409970937567335,safe
17,-0.8473213878705815,0.6556969621404527,-0.6409970937567335,safe
11,-1.0281386202082679,0.5797684470869677,-0.5653993235169751,safe
7,1.0443803629627844,0.6556969621404527,-0.6409970937567335,safe
50,-0.5128256756194657,0.6177327046137102,-0.6031982086368542,safe
72,2.150069336123708,-3.0648002754803123,3.063293647991434,vul
39,2.4906814008678224,-4.127799486229103,4.121662431348053,vul
80,-0.5022051737477813,0.6556969621404527,-0.6409970937567335,safe
52,-0.5128256756194657,0.6177327046137102,-0.6031982086368542,safe
19,1.8006584679421611,-2.533300670105917,2.5341092563131244,vul
8,-0.7525794065512633,0.8075539922474229,-0.7921926342362506,safe
75,0.08639925309703136,-2.0777295797850073,2.080522634874573,vul
63,-0.6323837438593706,0.6556969621404527,-0.6409970937567335,safe
62,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
30,1.8094572713795942,-2.0018010647315223,2.004924864634815,vul
44,0.4521052137729555,-1.3184444292501571,1.324544932476988,vul
18,-0.19196993039480562,0.20012587181954275,-0.18741047231818242,vul
70,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
31,-0.26069350382693135,0.5418041895602252,-0.5276004383970958,safe
70,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
6,0.06627859389072709,0.35198290192651277,-0.3386060127976995,vul
28,-0.5022051737477813,0.6556969621404527,-0.6409970937567335,safe
77,1.3062039704255348,-2.0777295797850073,2.080522634874573,vul
70,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
35,-0.5128256756194657,0.5418041895602252,-0.5276004383970958,safe
67,-0.26069350382693135,0.5418041895602252,-0.5276004383970958,safe
