from,to,value,gas,gas_used,input,tx_hash,fuzz_string,victim_balance_before_tx,victim_balance_after_tx,attacker_balance_before_tx,attacker_balance_after_tx
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x37c381a497A49C912f931DB1FcE458f9FD37bEca,0,3000000,221896,0x8f088f920000000000000000000000008167d3f1de4cc132f00d051e404cba481f35e0f9,0x34bfbfe568905cfafdfeb332c7266d8ef4917ee60f9f056c60f75f29cb096bc8,"vulnerables.sol,vul,82",100000000000000000000,80000000000000000000,0,20000000000000000000
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xeB013D9b471d4cd6797984E306b92E1E417CC343,0,3000000,221896,0x8f088f92000000000000000000000000cd07040d256896df56f81f9c8f792c72b8616f3f,0xce3a5693ed897d5fa6791b9a994863446b6afaac55192a386aeb2e5a2f67cf9b,"vulnerables.sol,vul,85",,,,
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xf0331a2DF3537C5Bb9a4947871a071151C070883,0,3000000,321857,0x8f088f920000000000000000000000005e72b4020189577dab317d502d9e34ed5d178327,0x6837ed661753ee6ee044ad0a5ef7fae1de4cbbdb1b6d919ccc7a3447a07cbc8c,"vulnerables.sol,vul,84",10000000000000000000,94000000000000000000,0,6000000000000000000
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xc61Cc7f51a7Faaf2f22fc0a41fb9E33A70BC4010,0,3000000,225983,0x8f088f9200000000000000000000000025f82ad1b581a7a1c3e3d81e5a52e23e0a2004d3,0x0557b8f3d584a3909aa17a30ed824e3f18b96a61931e2fdcdda59907cc9c06c6,"safes.sol,safe,87",10000000000000000000,8500000000000000000,0,1500000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x8D61fED3022fCcCC9F3E55b74Ebc2a7339a9f180,0,3000000,201295,0x8f088f92000000000000000000000000c53931d6075b358b231d1aebb4c5c0946f91679b,0x2228908479ef84c7775f5b62e89d32a85aff0b54d623b960dd2d510e59444bba,"safes.sol,safe,86",10000000000000000000,10000000000000000000,0,0
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xF57e95664E5FD672E295C22a8659d753ab21e1D4,0,3000000,225983,0x8f088f9200000000000000000000000085c3a1907490a1728c84a43c7ab4ad5cd37987f0,0x40b881cb04715b6197cf071ac27a839cb520907dd89b2f7cabe11a3f6ce955c7,"safes.sol,safe,89",10000000000000000000,8500000000000000000,0,1500000000000000000
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xb3d2daC7a7045fDfBE13F1a980F1C521b2Fe9f91,0,3000000,225983,0x8f088f920000000000000000000000009e8350ed19c88a8ffd9ad32dab3ca4eb68c69ff3,0x6794573917625867d0d2e90cc232c703c1c7b474bae3ed97062fd52dce3fa711,"safes.sol,safe,88",10000000000000000000,8500000000000000000,0,1500000000000000000
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x1295bdfb6dD19361e045d38B312849dA4119DfA9,0,3000000,225983,0x8f088f92000000000000000000000000eee3b0471cfce7692e71f533388d8f9945bb4aeb,0x178c39fc3e9d39d946fd5df6bb1e1c27cd2489a23e477f186e2369bf510eb89c,"safes.sol,safe,90",100000000000000000000,8500000000000000000,0,1500000000000000000
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xdeF3AAc212309909Bf6Ed3f59d1A0acE7463CBe4,0,3000000,448439,0x8f088f92000000000000000000000000dbac5f60afcfe71734a8691aad4102713df5a20e,0xf48f15b476e32615b0128924adf6b05ada2fe0ab780e52330e13adb3ca5908da,"vulnerables.sol,vul,91",10000000000000000000,79000000000000000000,0,21000000000000000000
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x0172e52aec5304c5Fc37596e63B7dC6Ab9de87f5,0,3000000,225971,0x8f088f920000000000000000000000000338423582b10f9ff0d643a10fdf2d0d982e0001,0xfe249670a7dacfeca59633551a610bc0ad600a7023d24c464c67548677d2b8a9,"safes.sol,safe,92",10000000000000000000,5500000000000000000,0,4500000000000000000
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x892aBBe311fB4406d786086BA70A3947bcE319e6,0,3000000,225983,0x8f088f92000000000000000000000000f5a03351a0705c57d51b22b57bf3785f6d239369,0x136cb83df4dff31eed22b7818ae0d995af87fb8837616fc95fb417e7550b8051,"safes.sol,safe,93",100000000000000000000,8500000000000000000,0,1500000000000000000
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x00cC1b2dE1bfcFf1736c8EBE5D4A11D45F11dE5C,0,3000000,382496,0x8f088f92000000000000000000000000a9471046c201c42d44caf089a72bc2a7a8e9b10d,0x5bfc1a9985707b68fb07abe11f4a37592cf8c8f8c9e5e69a2f7098f1ca7207e4,"vulnerables.sol,vul,94",100000000000000000000,61000000000000000000,0,39000000000000000000
