,0,1,2,label
4,0.6018214995918886,0.7316254771939378,-0.7165948639964921,safe
14,-0.565126637666817,0.19253302031419425,-0.17985069529420658,vul
53,-0.0964537272409307,-0.9388018539827322,0.9465560812781953,vul
30,1.8094572713795942,-2.0018010647315223,2.004924864634815,vul
82,-0.5496012127609113,0.20012587181954275,-0.18741047231818242,vul
7,1.0443803629627844,0.6556969621404527,-0.6409970937567335,safe
7,1.0443803629627844,0.6556969621404527,-0.6409970937567335,safe
20,-0.24032691533200315,0.6556969621404376,-0.6409970937567184,safe
56,-0.6323837438593706,0.6556969621404527,-0.6409970937567335,safe
69,-0.0964537272409307,-0.9388018539827322,0.9465560812781953,vul
26,-0.27930670757889275,-0.10358818839439725,0.11498060864085165,vul
16,-0.6287403469908682,0.42791141697999774,-0.414203783037458,vul
48,-0.5128256756194657,0.6177327046137102,-0.6031982086368542,safe
21,-0.6941985259795986,0.6556969621404527,-0.6409970937567335,vul
18,-0.19196993039480562,0.20012587181954275,-0.18741047231818242,vul
58,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
25,1.2102642223856965,-0.7110163088222772,0.7197627705589198,vul
29,0.17594028538656242,0.20012587181954275,-0.18741047231818242,vul
74,-0.3154127705457511,0.6556969621404527,-0.6409970937567335,safe
33,1.2014654189482634,-1.2425159141966722,1.2489471622372295,vul
81,-0.5128803265724933,0.4658756745067402,-0.45200266815733725,safe
13,-0.8959379648346598,0.6177327046137102,-0.6031982086368542,safe
70,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
47,-0.26069350382693135,0.4658756745067402,-0.45200266815733725,safe
53,-0.0964537272409307,-0.9388018539827322,0.9465560812781953,vul
36,-0.38264710550787645,0.4658756745067402,-0.45200266815733725,safe
40,-0.3731833821419416,0.6556969621404527,-0.6409970937567335,safe
62,-0.37312873118891404,0.6556969621404527,-0.6409970937567335,safe
31,-0.26069350382693135,0.5418041895602252,-0.5276004383970958,safe
79,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
9,0.5142843355800338,0.7316254771939378,-0.7165948639964921,safe
39,2.4906814008678224,-4.127799486229103,4.121662431348053,vul
79,-0.5128256756194657,0.31401864439977023,-0.3008071276778202,safe
2,-0.8222411546770284,0.5114327835388313,-0.6394851383519384,safe
36,-0.38264710550787645,0.4658756745067402,-0.45200266815733725,safe
1,-0.9850190182695424,0.6556969621404527,-0.6409970937567335,safe
45,-0.5496012127609113,0.20012587181954275,-0.18741047231818242,vul
71,-0.27930670757889275,-0.8628733389292471,0.8709583110384369,vul
75,0.08639925309703136,-2.0777295797850073,2.080522634874573,vul
36,-0.38264710550787645,0.4658756745067402,-0.45200266815733725,safe
